"CODE","NAME","POSTCODE","NUMBER_OF_PRACTITIONERS","NUMBER_OF_PATIENTS","latitude","longitude"
"P81130","PADIHAM GROUP PRACTICE","BB12 8BP",17,13165,53.800549,-2.313805
"P81132","WATERFOOT MEDICAL PRACTICE","BB4 7DN",18,8957,53.691311,-2.251827
"P81137","BURNLEY WOOD MEDICAL CENTRE","BB11 3HR",6,6346,53.7842,-2.23575
"P81147","ARG HEALTHCARE","BB5 0AL",4,4267,53.752786,-2.375445
"P81160","OSWALD MEDICAL CENTRE","BB5 1RP",10,15145,53.752456,-2.383449
"P81165","IGHTENHILL MEDICAL CENTRE","BB12 0HL",2,2384,53.793391,-2.26727
"P81166","DR BELLO'S SURGERY","BB5 4LF",2,2624,53.754996,-2.390844
"P81170","NELSON MEDICAL PRACTICE","BB9 7SR",3,9254,53.838042,-2.21885
"P81182","RICHMOND MEDICAL CENTRE","BB5 1RT",11,6391,53.752328,-2.384874
"P81197","ROSEGROVE SURGERY","BB12 6HY",5,4807,53.789152,-2.279735
"P81212","HAZELVALLEY FAMILY PRACTICE","BB4 5SL",4,5094,53.703953,-2.324674
"P81218","THE CLAYTON MEDICAL CTR.","BB5 5HU",5,6516,53.774348,-2.384029
"P81620","SLAIDBURN HEALTH CENTRE","BB7 3EP",6,1270,53.967313,-2.444001
"P81686","ROSSENDALE VALLEY MEDICAL PRACTICE","BB4 5SL",1,2570,53.703953,-2.324674
"P81699","HIGHER HEYS SURGERY","BB5 3BP",2,2210,53.740865,-2.394094
"P81711","DILL HALL SURGERY","BB5 4LF",2,2752,53.754996,-2.390844
"P81726","KING STREET MEDICAL CTR","BB5 1QE",4,1924,53.753932,-2.36942
"P81730","GREAT HARWOOD MEDICAL GROUP","BB6 7QR",8,8256,53.788353,-2.403646
"P81731","DR JEHANGIR (SH)","BB9 7SR",1,2727,53.838042,-2.21885
"P81732","HARAMBEE SURGERY","BB8 8QU",8,4324,53.847709,-2.136792
"P81736","WHITEFIELD HEALTHCARE","BB9 7SR",6,4072,53.838042,-2.21885
"P81738","GREAT HARWOOD SURGERY","BB1 4LA",3,1065,53.768459,-2.414211
"P81755","THE WEAVERS PRACTICE","BB1 4LA",10,8710,53.768459,-2.414211
"P81757","BARROWFORD SURGERY","BB9 8QP",1,3467,53.848531,-2.223784
"P81780","RIVERSIDE FAMILY PRACTICE","BB11 2DL",2,5234,53.791263,-2.238947
"Y02605","PWE ACCRINGTON VICTORIA","BB5 6AS",4,3328,53.759584,-2.366921
"Y02606","FAIRMORE MEDICAL PRACTICE","BB4 7PL",7,5833,53.70081,-2.280663
"P86001","MILNROW VILLAGE PRACTICE","OL16 4EG",10,6923,53.606608,-2.106343
"P86002","DR GWD BHIMA","OL11 1DN",2,1615,53.611678,-2.154253
"P86003","EDENFIELD ROAD SURGERY","OL11 5AQ",17,11858,53.622297,-2.188671
"P86004","PETERLOO MEDICAL CENTRE","M24 4DZ",13,9409,53.54676,-2.20616
"P86005","YORKSHIRE ST SURGERY","OL16 2DN",5,6341,53.620446,-2.152215
"P86006","ASHWORTH STREET SURGERY","OL12 6RT",16,14585,53.619565,-2.165652
"P86007","WELLFIELD HEALTH CENTRE","OL11 1AD",16,12927,53.607039,-2.147616
"P86008","MARK STREET SURGERY","OL12 9BE",10,9575,53.62423,-2.144639
"P86009","CASTLETON HEALTH CENTRE","OL11 3HY",12,9816,53.597049,-2.182983
"P86010","THE JUNCTION SURGERY","M24 2AU",9,8527,53.541857,-2.174915
"P86011","LONGFORD STREET MEDICAL CENTRE","OL10 4NH",13,8855,53.594259,-2.218524
"P86012","WOODSIDE MEDICAL CENTRE","M24 5QL",10,8774,53.556347,-2.213286
"P86013","HEALEY SURGERY","OL12 0SN",6,6882,53.633087,-2.162786
"P86014","CROFT SHIFA HEALTH CENTRE","OL16 2UP",6,8693,53.622291,-2.141244
"P86015","ROCHDALE ROAD MEDICAL CENTRE","M24 2PU",5,4375,53.556752,-2.1957
"P86016","HEYWOOD HEALTH","OL10 3SD",18,9078,53.58737,-2.239335
"P86017","INSPIRE MEDICAL CENTRE","OL16 2UY",3,4370,53.622746,-2.138254
"P86018","LITTLEBOROUGH GROUP PRACTICE","OL15 8HF",15,8792,53.642995,-2.103349
"P86019","DURNFORD MEDICAL CENTRE","M24 6DL",16,9182,53.554038,-2.197033
"P86021","PENNINE SURGERY","OL15 8HF",5,3391,53.642995,-2.103349
"P86022","STONEFIELD STREET SURGERY","OL16 4JQ",13,9097,53.608017,-2.108991
"P86023","HOPWOOD MEDICAL CENTRE","OL10 2BS",7,8076,53.587143,-2.212052
"P86026","THE DAWES FAMILY PRACTICE","OL12 6RX",9,7698,53.619474,-2.165423
"P86602","HEADY HILL SURGERY","OL10 4RG",5,3444,53.593657,-2.241622
"P86606","FAMILY PRACTICE","M24 4EN",5,4969,53.554714,-2.216357
"P86608","THE VILLAGE MEDICAL CTR.","OL15 8AQ",12,4296,53.642757,-2.097994
"P86609","THE DALE MEDICAL PRACTICE","OL11 1DN",4,2333,53.611678,-2.154253
"P86614","DR A HAMID","OL11 1DN",5,4972,53.611678,-2.154253
"P86619","DR MB GHAFOOR & PARTNERS","OL11 1DN",4,6614,53.611678,-2.154253
"P86620","WINDERMERE SURGERY","M24 5WF",2,2489,53.55956,-2.205709
"P86624","TRINITY MEDICAL CENTRE","OL15 8AR",4,4056,53.642442,-2.0994
"Y00726","THE HIVE HEALTH CENTRE","M24 2YJ",5,5294,53.55683,-2.187672
"Y02718","BIRTLE VIEW MEDICAL PRACTICE","OL10 4PW",7,3440,53.595039,-2.227878
"Y02720","THE KINGSWAY PRACTICE","OL16 4AT",7,3406,53.613309,-2.136045
"Y02721","KIRKHOLT MEDICAL PRACTICE","OL11 2JG",9,3310,53.593843,-2.156016
"Y02795","MIDDLETON HEALTH CENTRE","M24 4EL",12,4255,53.548242,-2.201051
"P81015","LYTHAM ROAD SURGERY","PR2 8JB",16,11327,53.77784,-2.710575
"P81018","ST FILLAN'S MEDICAL CTRE","PR1 0AD",13,8508,53.750297,-2.728759
"P81040","LONGTON HEALTH CENTRE","PR4 5HA",13,10806,53.727756,-2.780194
"P81046","PARK VIEW SURGERY","PR1 3NA",5,6070,53.754618,-2.700719
"P81055","BERRY LANE MEDICAL CENTRE","PR3 3JJ",14,12199,53.831528,-2.602723
"P81067","THE HEALTHCARE CENTRE","PR1 5AF",14,13558,53.776145,-2.688407
"P81071","THE NEW HALL LANE PRACTICE","PR1 5NE",10,7398,53.763937,-2.680483
"P81103","NORTH PRESTON MEDICAL PRACTICE","PR2 9TH",11,10804,53.791322,-2.71516
"P81107","STONEBRIDGE SURGERY","PR3 3AP",8,7711,53.827609,-2.608242
"P81119","LANE ENDS SURGERY","PR2 2JJ",8,8804,53.770173,-2.727014
"P81169","FISHERGATE HILL SURGERY","PR1 8DN",8,6459,53.754455,-2.714363
"P81179","LOSTOCK HALL MEDICAL CTR.","PR5 5AB",3,5191,53.727502,-2.688037
"P81184","RIBBLETON MEDICAL CENTRE","PR2 6RD",12,8460,53.776802,-2.661013
"P81185","RIVERSIDE MEDICAL CENTRE","PR5 4AY",13,11031,53.748112,-2.672299
"P81196","ISSA MEDICAL CENTRE - PATEL","PR1 6YA",11,32114,53.770309,-2.686837
"P81213","ST. MARY'S HEALTH CENTRE","PR1 0SR",15,18995,53.747433,-2.729589
"P81647","GUTTERIDGE MEDICAL CENTRE","PR1 6LL",4,3885,53.769879,-2.691275
"P81664","THE PARK MEDICAL PRACTICE","PR2 1JR",20,17570,53.77018,-2.739045
"P81685","DR ALI GUTTRIDGE MEDICAL CENTRE","PR1 6LL",5,2874,53.769879,-2.691275
"P81735","DR A HUSSAIN","PR2 6NH",1,3470,53.770747,-2.657277
"P81748","BRIARWOOD MEDICAL CENTRE","PR2 1HY",11,6420,53.769732,-2.735957
"P81770","AVENHAM SURGERY","PR1 3RG",4,6556,53.756977,-2.693948
"N81011","BEVAN GROUP PRACTICE","WA8 6TR",15,15006,53.379727,-2.724553
"N81019","CASTLEFIELDS HEALTH CENTRE","WA7 2ST",20,13530,53.338823,-2.691795
"N81035","FIR PARK MEDICAL CENTRE","WA8 6DZ",16,10793,NA,NA
"N81037","THE BEECHES MEDICAL CTR","WA8 8QS",8,8585,53.363827,-2.766104
"N81045","PEELHOUSE MEDICAL PLAZA","WA8 6TN",14,14136,53.372115,-2.72256
"N81054","WEAVER VALE PRACTICE","WA7 2UT",18,9145,53.324807,-2.696628
"N81057","TOWER HOUSE PRACTICE","WA7 1AB",15,12926,53.341171,-2.73246
"N81064","NEWTOWN SURGERY","WA8 7GD",4,7096,53.362158,-2.735705
"N81066","GROVE HOUSE PRACTICE","WA7 1AB",23,14536,53.341171,-2.73246
"N81072","MURDISHAW","WA7 6ES",6,8244,53.323997,-2.662128
"N81096","BROOKVALE PRACTICE","WA7 2UT",16,8668,53.324807,-2.696628
"N81119","HOUGH GREEN HEALTH PARK","WA8 4NJ",3,5098,NA,NA
"N81619","OAKS PLACE SURGERY","WA8 7GD",3,3886,53.362158,-2.735705
"N81651","UPTON ROCKS PRIMARY CARE","WA8 7NU",5,3514,53.373367,-2.754371
"P87002","THE POPLARS MEDICAL PRACTICE","M27 0NA",18,11697,53.510603,-2.34171
"P87004","1/SALFORD MEDICAL PRACTICE","M6 5PP",15,6699,53.487206,-2.294577
"P87008","WALKDEN MEDICAL CENTRE","M28 3AT",14,8564,53.522942,-2.397527
"P87015","PENDLETON MEDICAL CENTRE","M6 5FX",9,3822,53.488361,-2.284742
"P87016","THE SIDES MEDICAL PRACTICE","M27 0EW",21,13185,53.505945,-2.35423
"P87017","THE LIMES MEDICAL PRACTICE","M28 3AT",10,5226,53.522942,-2.397527
"P87019","SILVERDALE MEDICAL PRACTICE","M27 8HP",20,12572,53.518793,-2.331475
"P87020","ST ANDREWS MEDICAL CENTRE","M30 0NU",17,15630,53.484875,-2.339619
"P87022","MOCHA PARADE MEDICAL PRACTICE","M7 3SE",4,2046,53.502569,-2.277992
"P87024","3/SPRINGFIELD HOUSE MEDICAL PRACTICE","M30 8QD",12,10434,53.480252,-2.362019
"P87025","THE LAKES MEDICAL PRACTICE","M27 4AF",21,9668,53.509205,-2.33372
"P87026","NEWBURY GREEN MEDICAL PRACTICE","M7 4NX",18,11764,53.506995,-2.26047
"P87027","LANGWORTHY MEDICAL PRACTICE","M6 5WW",23,19601,53.489371,-2.294771
"P87028","THE GILL MEDICAL PRACTICE","M28 3DR",20,7173,53.524288,-2.398384
"P87032","ORIENT ROAD MEDICAL PRACTICE","M6 8LE",8,5467,53.494182,-2.325434
"P87035","ORDSALL HEALTH SURGERY","M5 3PH",8,10525,53.473882,-2.280291
"P87040","SORREL BANK MEDICAL PRACTICE","M6 7HL",13,8990,53.493344,-2.294815
"P87610","THE MOSSLANDS MEDICAL PRACTICE","M44 5LH",18,13479,53.437925,-2.432258
"P87613","CLEGGS LANE MEDICAL PRACTICE/129","M38 9RS",5,3913,53.534939,-2.419336
"P87618","WALKDEN GATEWAY MEDICAL PRACTICE","M28 3EZ",17,2083,53.524898,-2.398541
"P87620","1/MONTON MEDICAL PRACTICE","M30 8AR",9,9604,53.491862,-2.356978
"P87624","ELLENBROOK MEDICAL CENTRE","M28 1PB",10,5141,53.511185,-2.413552
"P87625","DEARDEN AVENUE MEDICAL PRACTICE","M38 9GH",6,2470,53.533827,-2.418615
"P87627","ORCHARD MEDICAL PRACTICE","M28 1LZ",3,3203,53.502916,-2.420948
"P87630","CHERRY MEDICAL PRACTICE","M28 0AY",6,2842,53.529872,-2.423902
"P87634","CLARENDON SURGERY","M6 5FX",18,10524,53.488361,-2.284742
"P87639","CORNERSTONE MEDICAL PRACTICE","M6 5QQ",6,3338,53.483802,-2.296918
"P87648","REUT MEDICAL PRACTICE","M7 4NX",4,6107,53.506995,-2.26047
"P87649","CHAPEL GROUP MEDICAL CENTRE","M44 6FE",10,6628,53.449094,-2.418293
"P87651","LIMEFIELD ROAD MEDICAL PRACTICE","M7 4NX",7,5592,53.506995,-2.26047
"P87654","DR A CHAUDHRY & DR I JEET","M7 1RD",18,11136,53.49359,-2.258808
"P87657","(IRLAM) SALFORD CARE CTRS MEDICAL PRACTI","M44 6DP",10,2918,53.449107,-2.417074
"P87658","THE WILLOWS MEDICAL PRACTICE","M5 5JR",2,3480,53.485461,-2.309137
"P87661","MANCHESTER ROAD EAST MEDICAL PRACTICE","M28 0BB",4,2171,53.527129,-2.418653
"Y00445","SALFORD PRIMARY CARE TOGETHER","M28 0BB",25,20639,53.527129,-2.418653
"Y02622","BLACKFRIARS","M3 6AF",5,13913,53.483791,-2.25433
"Y02625","CARE HOMES MEDICAL PRACTICE","M6 5FW",6,1040,53.488703,-2.289026
"Y02767","THE HEIGHT GENERAL PRACTICE","M6 7NJ",10,5637,53.500671,-2.308735
"A82004","ALSTON MEDICAL PRACTICE","CA9 3QX",6,2246,NA,NA
"A82006","APPLEBY MEDICAL PRACTICE","CA16 6QR",10,5027,54.578082,-2.492993
"A82012","BRAMPTON MEDICAL PRACTICE","CA8 1NL",27,16570,54.94237,-2.734846
"A82013","UPPER EDEN MEDICAL PRACTICE","CA17 4RB",20,6675,54.474718,-2.350134
"A82014","CALDBECK SURGERY","CA7 8DS",9,4398,54.749864,-3.050622
"A82015","CARLISLE CENTRAL PRACTICE","CA1 1EB",10,5308,54.893858,-2.928541
"A82016","CARLISLE HEALTHCARE","CA1 1DG",45,36897,54.893714,-2.930647
"A82018","SPENCER ST SURGERY","CA1 1BP",14,12856,54.894881,-2.931153
"A82019","FUSEHILL MEDICAL PRACTICE","CA1 2HE",11,8125,54.890621,-2.92287
"A82020","EDEN MEDICAL GROUP","CA2 7AJ",20,15849,54.894174,-2.952455
"A82021","CASTLEGATE AND DERWENT SURGERY","CA13 9HT",29,17514,54.667192,-3.358501
"A82022","DALSTON MEDICAL GROUP","CA5 7PZ",11,5086,54.841376,-2.985542
"A82023","DISTINGTON SURGERY","CA14 5UR",12,5299,54.595305,-3.541351
"A82024","SEASCALE HEALTH CENTRE","CA20 1PN",18,5776,54.396973,-3.479867
"A82028","CASTLEHEAD MEDICAL CENTRE","CA12 4DB",13,8425,54.59769,-3.134572
"A82029","THE CROFT SURGERY","CA7 5JH",8,3431,54.896921,-3.202914
"A82031","SHAP MEDICAL PRACTICE","CA10 3LW",8,3112,54.52889,-2.677931
"A82032","MARYPORT HEALTH SERVICES","CA15 8EL",25,13849,54.706432,-3.494531
"A82035","BIRBECK MEDICAL GROUP","CA11 8HW",27,14323,54.656225,-2.743839
"A82036","THE LAKES MEDICAL PRACTICE","CA11 8HW",15,10677,54.656225,-2.743839
"A82037","SILLOTH GROUP MEDICAL PRACTICE","CA7 4AH",4,4345,54.869704,-3.393571
"A82038","TEMPLE SOWERBY MEDICAL PRACTICE","CA10 1RW",11,4887,54.636786,-2.605303
"A82041","LOWTHER MEDICAL CENTRE","CA28 7RG",22,10107,54.545056,-3.586392
"A82044","FELLVIEW HEALTHCARE","CA22 2BD",24,24387,54.482542,-3.532985
"A82045","WIGTON GROUP MEDICAL PRACTICE","CA7 9QD",13,8905,54.820303,-3.159002
"A82047","JAMES STREET GROUP PRACT","CA14 2DL",22,33089,54.644831,-3.550292
"A82055","ASPATRIA MEDICAL GROUP","CA7 3HH",12,6833,54.762123,-3.337992
"A82058","QUEEN STREET MEDICAL PRACTICE","CA28 7BA",8,4343,54.546567,-3.589063
"A82064","WESTCROFT HOUSE SURGERY","CA22 2DB",9,4959,54.483145,-3.528592
"A82075","MANSION HOUSE SURGERY","CA28 7BU",13,7025,54.545946,-3.58842
"A82617","KIRKOSWALD SURGERY","CA10 1DQ",7,2694,54.76377,-2.692576
"A82620","GLENRIDDING HEALTH CENTRE","CA11 0PD",4,915,54.544383,-2.951273
"A82631","COURT THORN SURGERY","CA4 0HP",7,3562,54.801828,-2.826247
"A82646","LONGTOWN MEDICAL CENTRE","CA6 5XA",10,3552,55.010459,-2.9644
"A82654","WARWICK SQUARE GROUP PRACTICE","CA1 1LB",10,7652,54.893135,-2.92681
"N83009","WINGATE MEDICAL CENTRE","L33 6YJ",17,12188,53.488385,-2.874647
"N83013","THE HEALTH CENTRE SURGERY","L26 9UH",9,4944,53.359024,-2.82558
"N83014","DINAS LANE MEDICAL CENTRE","L36 2NW",9,10671,53.417388,-2.861513
"N83015","BLUEBELL LANE SURGERY","L36 7XY",3,4666,53.419526,-2.842807
"N83018","STOCKBRIDGE VILLAGE HC","L28 1ST",14,8771,NA,NA
"N83024","PARK HOUSE MEDICAL CENTRE","L34 1ND",10,7531,53.426707,-2.805295
"N83025","CORNERWAYS MEDICAL CENTRE","L36 3TN",6,9260,53.422901,-2.85592
"N83028","ASTON HEALTHCARE LIMITED","L36 0UB",21,24000,53.404553,-2.831049
"N83030","DR M SUARES' PRACTICE","L14 0JE",8,5407,53.413984,-2.873585
"N83031","ROSEHEATH SURGERY","L26 9UH",2,2590,53.359024,-2.82558
"N83032","MILLBROOK MEDICAL CENTRE","L32 9PF",10,11633,53.475697,-2.887584
"N83033","ST. LAURENCE'S MEDICAL CENTRE","L32 9QU",6,5777,53.475161,-2.882285
"N83043","LONGVIEW MEDICAL CENTRE","L36 6EB",4,3935,53.415399,-2.825032
"N83047","TARBOCK MEDICAL CENTRE","L36 0UB",3,4881,53.404553,-2.831049
"N83055","TRENTHAM MEDICAL CENTRE","L32 8RE",5,5781,53.48238,-2.885417
"N83601","THE MACMILLAN SURGERY","L32 8RE",6,6294,53.48238,-2.885417
"N83603","PRESCOT MEDICAL CENTRE","L34 1ND",9,6798,53.426707,-2.805295
"N83605","HOLLIES MEDICAL CENTRE","L26 0TH",7,5945,53.367868,-2.828607
"N83608","DR MAASSARANI & PARTNERS","L33 1XT",8,10714,53.495201,-2.88656
"N83609","CEDAR CROSS MEDICAL CENTRE","L35 3SX",3,4170,53.415642,-2.800887
"N83610","COLBY MEDICAL CENTRE","L36 7XY",1,2349,53.419526,-2.842807
"N83619","ROBY MEDICAL CENTRE","L36 4NP",5,2317,53.411621,-2.868482
"N83621","HILLSIDE HOUSE SURGERY","L36 7XY",3,2817,53.419526,-2.842807
"N83622","PRIMROSE MEDICAL PRACTICE","L36 7XY",2,2620,53.419526,-2.842807
"N83633","NUTGROVE VILLA SURGERY","L36 6GA",6,3742,53.410414,-2.840851
"A82003","ULVERSTON HEALTH CENTRE (MURRAY)","LA12 7BT",15,11371,54.198882,-3.097833
"A82005","AMBLESIDE HEALTH CENTRE","LA22 9BP",21,6199,54.435059,-2.96636
"A82007","DUKE STREET SURGERY","LA14 1LF",14,9765,54.11116,-3.226145
"A82008","NORWOOD MEDICAL CENTRE","LA14 5ES",18,11033,54.119201,-3.222974
"A82009","BRIDGEGATE MEDICAL CENTRE","LA13 9SH",16,8804,54.114321,-3.208695
"A82010","ABBEY ROAD SURGERY","LA14 2LB",9,6503,54.109942,-3.224778
"A82025","CAPTAIN FRENCH SURGERY","LA9 4JE",22,10803,54.323429,-2.748562
"A82026","THE JAMES COCHRANE PRACT.","LA9 7HR",26,17586,54.312706,-2.737133
"A82027","STATION HOUSE SURGERY","LA9 6SA",20,9938,54.331941,-2.739769
"A82030","LUNESDALE SURGERY","LA6 2HQ",15,6498,54.200573,-2.602213
"A82033","WATERLOO HOUSE SURGERY","LA18 4BY",14,8065,54.20894,-3.268021
"A82039","DALTON SURGERY","LA15 8AB",16,8786,54.155917,-3.179816
"A82046","WINDERMERE HEALTH CENTRE","LA23 2EG",16,5270,54.370871,-2.913421
"A82053","NUTWOOD MEDICAL PRACTICE","LA11 7DJ",19,7724,54.187956,-2.915665
"A82062","ATKINSON HEALTH CENTRE","LA14 2LB",8,5043,54.109942,-3.224778
"A82068","ULVERSTON COMMUNITY HEALTH CENTRE","LA12 7BT",6,4490,54.198882,-3.097833
"A82070","ST. MARY'S SURGERY","LA23 1BA",10,6382,54.380765,-2.908837
"A82071","BURNETT EDGAR MEDICAL CTR","LA14 3HY",6,4274,54.107143,-3.254924
"A82072","RISEDALE SURGERY","LA14 2LB",8,6516,54.109942,-3.224778
"A82077","LIVERPOOL HOUSE SURGERY","LA13 9QY",4,5233,54.112713,-3.20952
"A82608","SEDBERGH MEDICAL PRACTICE","LA10 5DL",9,4496,54.322391,-2.535271
"A82613","WRAYSDALE HOUSE SURGERY","LA21 8ER",4,1027,54.367247,-3.076077
"A82629","THE FAMILY PRACTICE","LA14 5SL",5,3051,54.116755,-3.229282
"A82647","CARTMEL SURGERY","LA11 6PH",7,2992,54.199165,-2.946985
"A82650","HAVERTHWAITE SURGERY","LA12 8QF",6,2805,54.251457,-2.99363
"A82651","DUDDON VALLEY MEDICAL PRACTICE","LA17 7TE",5,4755,54.232419,-3.184682
"B82061","BENTHAM MEDICAL PRACTICE","LA2 7JP",12,7318,54.119172,-2.511134
"P81002","LANCASTER MEDICAL PRACTICE","LA1 1PN",69,66190,54.047583,-2.797202
"P81013","QUEEN SQUARE MEDICAL PRACTICE","LA1 1RP",27,15214,54.046219,-2.800994
"P81029","ASH TREES SURGERY","LA5 9JU",37,25185,54.12945,-2.768901
"P81113","PARK VIEW SURGERY","LA7 7PS",8,6161,54.227652,-2.77111
"Y01008","BAY MEDICAL GROUP","LA3 2LE",68,54096,54.041719,-2.894057
"N84001","42 KINGSWAY","L22 4RQ",14,9440,53.481011,-3.020167
"N84002","AINTREE ROAD MEDICAL CENTRE","L20 9DL",3,2485,53.456493,-2.981972
"N84003","HIGH PASTURES SURGERY","L31 2HW",14,10369,53.519395,-2.946534
"N84004","GLOVERS LANE SURGERY","L30 5TA",9,7576,53.488314,-2.971961
"N84007","LIVERPOOL RD MEDICAL PRACTICE","L23 5TE",4,5868,53.486656,-3.023302
"N84010","MAGHULL FAMILY SURGERY","L31 0DJ",3,5537,53.515597,-2.943932
"N84011","EASTVIEW SURGERY","L22 4QD",5,6650,53.481078,-3.023693
"N84015","BOOTLE VILLAGE SURGERY","L20 3EW",8,6269,53.449573,-2.989674
"N84016","MOORE STREET MEDICAL CENTRE","L20 4SE",6,6223,53.458715,-3.002523
"N84019","NORTH PARK HEALTH CENTRE","L20 5DQ",10,6449,53.458392,-2.995994
"N84020","BLUNDELLSANDS SURGERY","L23 6TZ",14,10038,53.484503,-3.041347
"N84023","BRIDGE ROAD MEDICAL CENTRE","L21 6PH",11,7221,53.467586,-3.001647
"N84025","WESTWAY MEDICAL CENTRE","L31 0DJ",17,9007,53.515597,-2.943932
"N84026","CROSBY VILLAGE SURGERY","L23 2TE",5,2952,53.493775,-3.026533
"N84027","ORRELL PARK MEDICAL CENTRE","L9 8BU",6,4621,53.462408,-2.96319
"N84028","THE STRAND MEDICAL CENTRE","L20 5BW",9,7489,53.453933,-2.992862
"N84029","FORD MEDICAL PRACTICE","L21 0DF",12,5935,53.481307,-2.996877
"N84034","PARK STREET SURGERY","L20 3DF",14,5831,53.450324,-2.986679
"N84035","15 SEFTON ROAD","L21 9HA",5,4093,53.471271,-3.000316
"N84038","CONCEPT HOUSE SURGERY","L20 3BG",9,5866,53.449136,-2.98492
"N84041","KINGSWAY SURGERY","L22 4RQ",8,5263,53.481011,-3.020167
"N84043","SEAFORTH VILLAGE SURGERY","L21 3TA",3,2009,53.465932,-3.006971
"N84605","LITHERLAND PRACTICE","L21 9JN",6,3783,53.472727,-3.002733
"N84615","RAWSON ROAD MEDICAL CENTRE","L21 1HP",3,2751,53.468931,-3.015855
"N84621","GREAT CROSBY AND THORNTON","L23 1TQ",15,2884,53.497066,-2.997759
"N84626","HIGHTOWN VILLAGE SURGERY","L38 3RY",8,1969,53.530081,-3.058369
"N84627","CROSSWAYS PRACTICE","L23 0QW",4,2512,53.484655,-3.023992
"N84630","NETHERTON SURGERY","L30 5SP",4,2697,53.488626,-2.97236
"Y00446","MAGHULL PRACTICE","L31 0DJ",4,3204,53.515597,-2.943932
"N84005","CUMBERLAND HOUSE SURGERY","PR8 6PG",10,11198,53.638741,-2.990435
"N84006","CHAPEL LANE SURGERY","L37 4DL",17,7930,53.557075,-3.061428
"N84008","NORWOOD SURGERY","PR9 7EG",13,9778,53.650008,-2.97819
"N84012","AINSDALE MEDICAL CENTRE","PR8 3HW",15,11637,53.602422,-3.038714
"N84013","CHRISTIANA HARTLEY MEDICAL PRACTICE","PR8 6PL",12,10688,53.640182,-2.983572
"N84014","AINSDALE VILLAGE SURGERY","PR8 3LB",6,3554,53.601203,-3.036526
"N84017","CHURCHTOWN MEDICAL CENTRE","PR9 7LT",16,9834,53.661789,-2.965053
"N84018","THE VILLAGE SURGERY FORMBY","L37 4AW",12,13743,53.555904,-3.06167
"N84021","ST MARKS MEDICAL CENTRE (TCG MEDICAL)","PR9 0TZ",22,16570,53.646917,-2.995455
"N84024","GRANGE SURGERY","PR8 2AD",11,9442,53.637172,-3.012755
"N84037","LINCOLN HOUSE SURGERY","PR8 4PR",3,2038,53.618786,-3.012209
"N84613","THE CORNER SURGERY (DR MULLA)","PR9 9XP",8,4110,53.671889,-2.963164
"N84614","THE MARSHSIDE SURGERY","PR9 9XL",4,2948,53.671433,-2.963125
"N84617","KEW SURGERY","PR8 6RG",2,4452,53.631816,-2.98353
"N84618","THE HOLLIES FAMILY SURGERY","L37 4AF",9,4077,53.55525,-3.061442
"N84625","THE FAMILY SURGERY","PR8 4DB",12,4537,53.629265,-3.011356
"P88002","MARPLE BRIDGE SURGERY","SK6 5AA",11,6338,53.400646,-2.053337
"P88003","MANOR MEDICAL PRACTICE","SK2 5AR",11,9198,53.403467,-2.136713
"P88005","FAMILY SURGERY","SK5 6RN",21,11450,53.44592,-2.156963
"P88006","MARPLE COTTAGE SURGERY","SK6 6BW",13,7718,53.392725,-2.061042
"P88007","CHEADLE HULME MEDICAL GROUP","SK8 6LU",15,13786,53.366475,-2.191357
"P88008","HEATON MERSEY MED.PRACT.","SK4 3BT",13,8144,53.412519,-2.205118
"P88009","WOODLEY VILLAGE SURGERY","SK6 1ND",5,3336,53.426289,-2.099661
"P88011","HEATON NORRIS MEDICAL PRACTICE","SK4 1JX",25,7375,53.416532,-2.16793
"P88012","BEECH HOUSE MEDICAL PRACT","SK7 4QR",20,7929,53.379406,-2.118146
"P88013","CARITAS GENERAL PRACTICE PARTNERSHIP","SK2 6BZ",20,12805,53.395928,-2.134599
"P88014","ADSHALL ROAD MEDICAL PRAC","SK8 2JN",12,4740,53.390044,-2.191072
"P88015","BRAMHALL HEALTH CENTRE","SK7 2DY",19,12207,53.36001,-2.162929
"P88016","BRAMHALL & SHAW HEATH MEDICAL GROUP","SK7 3EP",19,14176,53.376037,-2.162344
"P88017","CHADSFIELD MEDICAL PRACTICE","SK6 4QR",16,6882,53.414998,-2.08993
"P88018","PARK VIEW GROUP PRACTICE","SK5 6ET",16,9471,53.445476,-2.160577
"P88019","ALVANLEY FAMILY PRACTICE","SK6 1ND",8,5962,53.426289,-2.099661
"P88020","CHEADLE MEDICAL PRACTICE","SK8 1BH",22,11753,53.393745,-2.213539
"P88021","MARPLE MEDICAL PRACTICE","SK6 6AB",15,7084,53.39495,-2.064954
"P88023","HEALD GREEN HEALTH CENTRE 2","SK8 3JD",13,6685,53.369878,-2.229276
"P88024","GATLEY MEDICAL CENTRE","SK8 4DG",16,9747,53.393794,-2.235344
"P88025","HULME HALL MEDICAL GROUP","SK8 6LU",14,10785,53.366475,-2.191357
"P88026","HEATON MOOR MEDICAL GROUP","SK4 4NX",53,45802,53.424819,-2.180393
"P88031","BRACONDALE MEDICAL CENTRE","SK2 6EQ",10,5501,53.393998,-2.147089
"P88034","CALE GREEN SURGERY","SK3 8JE",3,4013,53.397148,-2.158364
"P88041","THE VILLAGE SURGERY","SK7 2DN",12,7246,53.35927,-2.165195
